        2	2019-05-18 13:53:23	1	0	1	0
        3	2019-05-18 13:56:35	1	0	1	0
        2	2019-05-18 14:05:15	1	0	1	0
        2	2019-05-18 14:05:21	1	1	1	0
        1	2019-05-18 14:05:46	1	1	1	0
        1	2019-05-18 15:00:37	1	0	1	0
        9	2019-05-18 15:00:58	1	0	1	0
        8	2019-05-18 15:01:04	1	0	1	0
        1	2019-05-18 15:16:26	1	0	1	0
        1	2019-05-18 15:16:32	1	0	1	0
        2	2019-05-18 15:16:38	1	0	1	0
        2	2019-05-18 15:16:46	1	1	1	0
        5	2019-05-18 15:17:01	1	0	1	0
        5	2019-05-18 15:17:06	1	1	1	0
        6	2019-05-18 15:17:17	1	0	1	0
        6	2019-05-18 15:17:22	1	1	1	0
        4	2019-05-18 15:17:33	1	0	1	0
        4	2019-05-18 15:17:38	1	1	1	0
        3	2019-05-18 15:17:51	1	1	1	0
        3	2019-05-18 15:18:05	1	0	1	0
        3	2019-05-18 15:18:10	1	1	1	0
        7	2019-05-18 15:18:50	1	0	1	0
        7	2019-05-18 15:18:59	1	1	1	0
        8	2019-05-18 15:19:09	1	0	1	0
        8	2019-05-18 15:19:16	1	1	1	0
        9	2019-05-18 15:19:33	1	1	1	0
        9	2019-05-18 15:19:43	1	0	1	0
        9	2019-05-18 15:19:50	1	1	1	0
        8	2019-05-18 16:13:01	1	1	1	0
        3	2019-05-18 18:51:07	1	0	1	0
        7	2019-05-18 18:56:54	1	1	1	0
        4	2019-05-18 18:56:58	1	1	1	0
        2	2019-05-18 18:57:18	1	1	1	0
        6	2019-05-18 18:57:40	1	1	1	0
        5	2019-05-18 18:57:43	1	1	1	0
        5	2019-05-20 08:52:29	1	0	1	0
        2	2019-05-20 09:25:32	1	0	1	0
        6	2019-05-20 10:01:12	1	0	1	0
        3	2019-05-20 10:10:44	1	0	1	0
        7	2019-05-20 10:20:22	1	0	1	0
        9	2019-05-20 10:27:55	1	0	1	0
        8	2019-05-20 10:32:01	1	0	1	0
        4	2019-05-20 10:58:45	1	0	1	0
        1	2019-05-20 13:45:38	1	0	1	0
        2	2019-05-20 16:38:41	1	1	1	0
        5	2019-05-20 16:42:05	1	1	1	0
        9	2019-05-20 17:30:26	1	1	1	0
        4	2019-05-20 17:30:57	1	0	1	0
        4	2019-05-20 17:31:03	1	1	1	0
        6	2019-05-20 17:44:33	1	1	1	0
        8	2019-05-20 17:45:50	1	1	1	0
        3	2019-05-20 17:45:52	1	1	1	0
        7	2019-05-20 18:15:36	1	1	1	0
        5	2019-05-21 08:53:40	1	0	1	0
        2	2019-05-21 09:37:58	1	0	1	0
        6	2019-05-21 09:52:52	1	0	1	0
        3	2019-05-21 09:54:54	1	0	1	0
        9	2019-05-21 10:02:08	1	0	1	0
        7	2019-05-21 10:29:38	1	0	1	0
        4	2019-05-21 10:35:54	1	0	1	0
        8	2019-05-21 10:36:53	1	0	1	0
        5	2019-05-21 16:32:50	1	0	1	0
        5	2019-05-21 16:33:01	1	1	1	0
        8	2019-05-21 16:46:15	1	1	1	0
        2	2019-05-21 16:47:11	1	1	1	0
        3	2019-05-21 17:04:40	1	1	1	0
        9	2019-05-21 17:06:16	1	1	1	0
        4	2019-05-21 17:12:03	1	1	1	0
        6	2019-05-21 17:52:03	1	0	1	0
        6	2019-05-21 17:52:09	1	1	1	0
        7	2019-05-21 17:58:22	1	1	1	0
        5	2019-05-22 09:09:16	1	0	1	0
        2	2019-05-22 09:29:01	1	0	1	0
        3	2019-05-22 09:46:39	1	0	1	0
        6	2019-05-22 09:48:09	1	0	1	0
        7	2019-05-22 10:17:19	1	0	1	0
        9	2019-05-22 10:25:11	1	0	1	0
        4	2019-05-22 11:08:43	1	0	1	0
        5	2019-05-22 11:25:20	1	4	1	0
        5	2019-05-22 12:17:54	1	5	1	0
        5	2019-05-22 16:34:19	1	1	1	0
        6	2019-05-22 16:44:40	1	1	1	0
        2	2019-05-22 17:05:28	1	1	1	0
        9	2019-05-22 17:07:24	1	1	1	0
        3	2019-05-22 17:07:37	1	1	1	0
        4	2019-05-22 17:14:18	1	1	1	0
        7	2019-05-22 17:57:51	1	1	1	0
        5	2019-05-23 09:07:49	1	0	1	0
        2	2019-05-23 09:33:20	1	0	1	0
        6	2019-05-23 10:04:25	1	0	1	0
        9	2019-05-23 10:16:39	1	0	1	0
        8	2019-05-23 10:17:32	1	0	1	0
        7	2019-05-23 10:19:23	1	0	1	0
        3	2019-05-23 10:25:51	1	0	1	0
        4	2019-05-23 10:29:39	1	0	1	0
        2	2019-05-23 16:00:20	1	1	1	0
        3	2019-05-23 17:03:40	1	1	1	0
        5	2019-05-23 17:12:24	1	1	1	0
        6	2019-05-23 17:29:34	1	1	1	0
        4	2019-05-23 17:32:55	1	1	1	0
        8	2019-05-23 17:38:16	1	1	1	0
        9	2019-05-23 17:47:08	1	1	1	0
        7	2019-05-23 17:49:06	1	1	1	0
        5	2019-05-25 08:44:13	1	0	1	0
        6	2019-05-25 09:37:58	1	0	1	0
        7	2019-05-25 10:09:11	1	0	1	0
        3	2019-05-25 10:18:11	1	0	1	0
        8	2019-05-25 10:26:43	1	0	1	0
        4	2019-05-25 10:36:29	1	0	1	0
        9	2019-05-25 10:41:47	1	0	1	0
        5	2019-05-25 16:44:52	1	1	1	0
        3	2019-05-25 17:07:12	1	1	1	0
        9	2019-05-25 17:08:28	1	1	1	0
        4	2019-05-25 17:41:42	1	1	1	0
        6	2019-05-25 17:56:09	1	1	1	0
        8	2019-05-25 18:00:18	1	1	1	0
        7	2019-05-25 18:12:44	1	1	1	0
        5	2019-05-26 09:18:19	1	0	1	0
        2	2019-05-26 09:51:43	1	0	1	0
        7	2019-05-26 10:26:42	1	0	1	0
        3	2019-05-26 10:27:46	1	0	1	0
        8	2019-05-26 10:27:52	1	0	1	0
        9	2019-05-26 10:41:32	1	0	1	0
        4	2019-05-26 11:14:56	1	0	1	0
        6	2019-05-26 11:47:49	1	0	1	0
        2	2019-05-26 16:51:08	1	1	1	0
        5	2019-05-26 16:57:46	1	0	1	0
        8	2019-05-26 17:22:46	1	1	1	0
        3	2019-05-26 17:23:11	1	4	1	0
        9	2019-05-26 17:24:55	1	1	1	0
        4	2019-05-26 17:28:02	1	1	1	0
        6	2019-05-26 18:04:44	1	1	1	0
        7	2019-05-26 18:05:53	1	1	1	0
        2	2019-05-27 09:24:12	1	0	1	0
        5	2019-05-27 09:35:44	1	0	1	0
        6	2019-05-27 10:18:03	1	0	1	0
        3	2019-05-27 10:23:46	1	0	1	0
        7	2019-05-27 10:24:24	1	0	1	0
        9	2019-05-27 10:25:08	1	0	1	0
        4	2019-05-27 10:45:24	1	0	1	0
        8	2019-05-27 10:47:19	1	0	1	0
        1	2019-05-27 13:32:12	1	0	1	0
        2	2019-05-27 16:19:52	1	1	1	0
        8	2019-05-27 16:58:04	1	1	1	0
        8	2019-05-27 16:58:13	1	1	1	0
        8	2019-05-27 16:58:19	1	1	1	0
        9	2019-05-27 16:59:22	1	1	1	0
        6	2019-05-27 17:04:00	1	1	1	0
        4	2019-05-27 17:10:54	1	1	1	0
        3	2019-05-27 17:14:27	1	1	1	0
        7	2019-05-27 17:46:53	1	1	1	0
        5	2019-05-27 18:42:14	1	1	1	0
        5	2019-05-28 08:51:09	1	0	1	0
        2	2019-05-28 09:35:50	1	0	1	0
        6	2019-05-28 09:39:13	1	0	1	0
        7	2019-05-28 10:19:58	1	0	1	0
        9	2019-05-28 10:34:23	1	0	1	0
        4	2019-05-28 10:36:08	1	0	1	0
        3	2019-05-28 10:37:50	1	0	1	0
        8	2019-05-28 12:31:41	1	0	1	0
